University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
University of Faisalabad,BS Software Engineering,2024,162445,No,High-standard Job
University of Faisalabad,BS Software Engineering,2024,51116,Yes,High-standard Job
University of Faisalabad,BS Software Engineering,2024,200965,Yes,High-standard Job
University of Faisalabad,BS Software Engineering,2024,29052,Yes,Higher Studies
University of Faisalabad,BBA,2018,53344,No,High-standard Job
University of Faisalabad,BBA,2018,50303,No,Freelancer
University of Faisalabad,BBA,2018,39369,No,Business Owner
University of Faisalabad,BBA,2018,33688,No,Government Job
University of Faisalabad,BBA,2018,50268,Yes,High-standard Job
University of Faisalabad,BBA,2018,70439,No,High-standard Job
University of Faisalabad,BBA,2018,33741,Yes,Freelancer
University of Faisalabad,BBA,2018,27185,No,High-standard Job
University of Faisalabad,BBA,2018,51363,Yes,Business Owner
University of Faisalabad,BBA,2018,31923,No,Low-standard Job
University of Faisalabad,BBA,2018,25842,Yes,Higher Studies
University of Faisalabad,BBA,2018,16710,Yes,Government Job
University of Faisalabad,BBA,2018,67892,Yes,High-standard Job
University of Faisalabad,BBA,2018,123326,No,High-standard Job
University of Faisalabad,BBA,2018,10328,No,Higher Studies
University of Faisalabad,BBA,2018,80113,Yes,Business Owner
University of Faisalabad,BBA,2018,25358,Yes,Freelancer
University of Faisalabad,BBA,2018,29953,No,High-standard Job
University of Faisalabad,BBA,2018,49726,Yes,High-standard Job
University of Faisalabad,BBA,2018,46362,Yes,Government Job
University of Faisalabad,BBA,2018,20744,No,Freelancer
University of Faisalabad,BBA,2018,46801,No,Government Job
University of Faisalabad,BBA,2018,11610,Yes,Government Job
University of Faisalabad,BBA,2018,8000,Yes,Unemployed
University of Faisalabad,BBA,2018,8000,No,Unemployed
University of Faisalabad,BBA,2018,62083,No,Freelancer
University of Faisalabad,BBA,2018,57064,No,Freelancer
University of Faisalabad,BBA,2019,42916,No,Freelancer
University of Faisalabad,BBA,2019,106056,No,High-standard Job
University of Faisalabad,BBA,2019,46878,No,High-standard Job
University of Faisalabad,BBA,2019,37530,Yes,Low-standard Job
University of Faisalabad,BBA,2019,42713,No,Low-standard Job
University of Faisalabad,BBA,2019,52697,Yes,Business Owner
University of Faisalabad,BBA,2019,49492,No,Freelancer
University of Faisalabad,BBA,2019,27020,Yes,Freelancer
University of Faisalabad,BBA,2019,42078,Yes,Low-standard Job
University of Faisalabad,BBA,2019,38475,Yes,Government Job
University of Faisalabad,BBA,2019,10492,Yes,Higher Studies
University of Faisalabad,BBA,2019,13762,No,Government Job
University of Faisalabad,BBA,2019,58409,Yes,Business Owner
University of Faisalabad,BBA,2019,27416,No,Government Job
University of Faisalabad,BBA,2019,18902,No,Government Job
University of Faisalabad,BBA,2019,64268,No,Business Owner
University of Faisalabad,BBA,2019,27143,Yes,Higher Studies
University of Faisalabad,BBA,2019,34246,No,Freelancer
University of Faisalabad,BBA,2019,24150,Yes,Freelancer
University of Faisalabad,BBA,2019,60520,No,High-standard Job
University of Faisalabad,BBA,2019,134025,No,High-standard Job
University of Faisalabad,BBA,2019,20640,Yes,Business Owner
University of Faisalabad,BBA,2019,49304,No,Business Owner
University of Faisalabad,BBA,2020,48354,Yes,Government Job
University of Faisalabad,BBA,2020,68865,Yes,Government Job
University of Faisalabad,BBA,2020,29862,Yes,Government Job
University of Faisalabad,BBA,2020,34326,Yes,Low-standard Job
University of Faisalabad,BBA,2020,49318,No,Business Owner
University of Faisalabad,BBA,2020,39264,Yes,Government Job
University of Faisalabad,BBA,2020,34260,Yes,Low-standard Job
University of Faisalabad,BBA,2020,8000,No,Unemployed
University of Faisalabad,BBA,2020,83781,No,High-standard Job
University of Faisalabad,BBA,2020,36085,Yes,Freelancer
University of Faisalabad,BBA,2020,48176,No,High-standard Job
University of Faisalabad,BBA,2020,8000,Yes,Unemployed
University of Faisalabad,BBA,2020,40164,Yes,High-standard Job
University of Faisalabad,BBA,2020,20565,No,Low-standard Job
University of Faisalabad,BBA,2020,13366,No,Higher Studies
University of Faisalabad,BBA,2020,39334,No,Business Owner
University of Faisalabad,BBA,2020,34632,No,Business Owner
University of Faisalabad,BBA,2020,71661,No,High-standard Job
University of Faisalabad,BBA,2020,34223,No,Low-standard Job
University of Faisalabad,BBA,2020,8000,No,Unemployed
University of Faisalabad,BBA,2020,24113,Yes,Freelancer
University of Faisalabad,BBA,2020,35296,Yes,Business Owner
University of Faisalabad,BBA,2020,35175,No,Low-standard Job
University of Faisalabad,BBA,2021,18583,No,High-standard Job
University of Faisalabad,BBA,2021,27838,No,Low-standard Job
University of Faisalabad,BBA,2021,19252,No,Government Job
University of Faisalabad,BBA,2021,72893,No,High-standard Job
University of Faisalabad,BBA,2021,15789,No,Higher Studies
University of Faisalabad,BBA,2021,8000,No,Unemployed
University of Faisalabad,BBA,2021,138331,No,Business Owner
University of Faisalabad,BBA,2021,85966,Yes,Government Job
University of Faisalabad,BBA,2021,8000,No,Unemployed
University of Faisalabad,BBA,2021,43186,No,Low-standard Job
University of Faisalabad,BBA,2021,40482,No,Freelancer
University of Faisalabad,BBA,2021,40343,No,Freelancer
University of Faisalabad,BBA,2021,63290,Yes,High-standard Job
University of Faisalabad,BBA,2021,39259,No,High-standard Job
University of Faisalabad,BBA,2021,10985,Yes,Higher Studies
University of Faisalabad,BBA,2021,31791,Yes,Business Owner
University of Faisalabad,BBA,2021,38288,Yes,High-standard Job
University of Faisalabad,BBA,2021,37730,No,Freelancer
University of Faisalabad,BBA,2021,18549,No,Higher Studies
University of Faisalabad,BBA,2021,84949,Yes,Business Owner
University of Faisalabad,BBA,2021,8366,No,Higher Studies
University of Faisalabad,BBA,2022,23076,No,Government Job
University of Faisalabad,BBA,2022,37257,Yes,Low-standard Job
University of Faisalabad,BBA,2022,12825,No,Higher Studies
University of Faisalabad,BBA,2022,36189,No,Freelancer
University of Faisalabad,BBA,2022,58945,No,Government Job
University of Faisalabad,BBA,2022,13464,No,Higher Studies
University of Faisalabad,BBA,2022,26842,No,Business Owner
University of Faisalabad,BBA,2022,11203,No,Higher Studies
University of Faisalabad,BBA,2022,94656,No,Business Owner
University of Faisalabad,BBA,2022,102645,No,High-standard Job
University of Faisalabad,BBA,2022,67262,No,High-standard Job
University of Faisalabad,BBA,2022,54361,No,Higher Studies
University of Faisalabad,BBA,2022,28686,Yes,Low-standard Job
University of Faisalabad,BBA,2022,27273,Yes,Business Owner
University of Faisalabad,BBA,2022,32507,No,Freelancer
University of Faisalabad,BBA,2022,21647,No,Low-standard Job
University of Faisalabad,BBA,2022,37981,Yes,Government Job
University of Faisalabad,BBA,2022,39028,No,Higher Studies
University of Faisalabad,BBA,2022,36964,No,Business Owner
University of Faisalabad,BBA,2022,21281,No,Higher Studies
University of Faisalabad,BBA,2022,17387,Yes,Government Job
University of Faisalabad,BBA,2022,35559,No,Government Job
University of Faisalabad,BBA,2022,35085,No,Freelancer
University of Faisalabad,BBA,2023,8000,Yes,Unemployed
University of Faisalabad,BBA,2023,13984,Yes,Unemployed
University of Faisalabad,BBA,2023,27974,No,Low-standard Job
University of Faisalabad,BBA,2023,12291,Yes,Higher Studies
University of Faisalabad,BBA,2023,8000,No,Unemployed
University of Faisalabad,BBA,2023,47164,Yes,High-standard Job
University of Faisalabad,BBA,2023,11185,No,Higher Studies
University of Faisalabad,BBA,2023,24088,No,Low-standard Job
University of Faisalabad,BBA,2023,57704,Yes,Government Job
University of Faisalabad,BBA,2023,26354,No,Low-standard Job
University of Faisalabad,BBA,2023,36819,No,Business Owner
University of Faisalabad,BBA,2023,35039,No,Government Job
University of Faisalabad,BBA,2023,92884,Yes,High-standard Job
University of Faisalabad,BBA,2023,31227,Yes,Government Job
University of Faisalabad,BBA,2023,69300,Yes,Business Owner
University of Faisalabad,BBA,2023,64737,No,Freelancer
University of Faisalabad,BBA,2023,26946,No,Low-standard Job
University of Faisalabad,BBA,2023,17995,Yes,Government Job
University of Faisalabad,BBA,2023,54623,No,Government Job
University of Faisalabad,BBA,2023,48036,No,Business Owner
University of Faisalabad,BBA,2023,10704,No,Unemployed
University of Faisalabad,BBA,2023,52513,No,Government Job
University of Faisalabad,BBA,2023,44108,No,High-standard Job
University of Faisalabad,BBA,2023,8000,No,Unemployed
University of Faisalabad,BBA,2024,18343,No,Low-standard Job
University of Faisalabad,BBA,2024,15523,No,Higher Studies
University of Faisalabad,BBA,2024,41594,No,Freelancer
University of Faisalabad,BBA,2024,106060,Yes,Business Owner
University of Faisalabad,BBA,2024,59450,Yes,High-standard Job
University of Faisalabad,BBA,2024,22205,No,Low-standard Job
University of Faisalabad,BBA,2024,96576,Yes,High-standard Job
University of Faisalabad,BBA,2024,90143,No,Freelancer
University of Faisalabad,BBA,2024,25843,No,Freelancer
University of Faisalabad,BBA,2024,99804,No,Low-standard Job
University of Faisalabad,BBA,2024,122051,No,Freelancer
University of Faisalabad,BBA,2024,126068,No,High-standard Job
University of Faisalabad,BBA,2024,46329,No,Freelancer
University of Faisalabad,BBA,2024,60466,Yes,Low-standard Job
University of Faisalabad,BBA,2024,8000,No,Higher Studies
University of Faisalabad,BBA,2024,38700,No,High-standard Job
University of Faisalabad,BBA,2024,48775,No,Freelancer
University of Faisalabad,BBA,2024,55656,Yes,Business Owner
University of Faisalabad,BBA,2024,20246,Yes,Higher Studies
University of Faisalabad,BBA,2024,60158,Yes,Business Owner
University of Faisalabad,BBA,2024,100049,Yes,Freelancer
University of Faisalabad,BBA,2024,16000,No,Low-standard Job
University of Faisalabad,BBA,2024,44806,No,Business Owner
University of Faisalabad,BBA,2024,67764,No,Freelancer
University of Faisalabad,BS Chemistry,2018,8672,No,Higher Studies
University of Faisalabad,BS Chemistry,2018,44688,No,Freelancer
University of Faisalabad,BS Chemistry,2018,13388,No,Higher Studies
University of Faisalabad,BS Chemistry,2018,71242,No,High-standard Job
University of Faisalabad,BS Chemistry,2018,33811,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2018,22808,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2018,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2018,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2018,144194,Yes,Business Owner
University of Faisalabad,BS Chemistry,2018,63005,No,Government Job
University of Faisalabad,BS Chemistry,2018,9299,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2018,19471,No,Low-standard Job
University of Faisalabad,BS Chemistry,2018,16632,No,Business Owner
University of Faisalabad,BS Chemistry,2018,8000,Yes,Unemployed
University of Faisalabad,BS Chemistry,2018,12399,No,Higher Studies
University of Faisalabad,BS Chemistry,2018,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2018,18716,No,Low-standard Job
University of Faisalabad,BS Chemistry,2018,25802,No,Business Owner
University of Faisalabad,BS Chemistry,2018,35392,No,Low-standard Job
University of Faisalabad,BS Chemistry,2018,14821,No,Government Job
University of Faisalabad,BS Chemistry,2018,21193,No,Low-standard Job
University of Faisalabad,BS Chemistry,2018,14214,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2018,41624,No,Government Job
University of Faisalabad,BS Chemistry,2018,10528,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,21060,No,Government Job
University of Faisalabad,BS Chemistry,2019,10177,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,8000,Yes,Unemployed
University of Faisalabad,BS Chemistry,2019,16144,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2019,35893,Yes,Business Owner
University of Faisalabad,BS Chemistry,2019,14600,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2019,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2019,8000,Yes,Unemployed
University of Faisalabad,BS Chemistry,2019,12636,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2019,10068,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,18202,No,High-standard Job
University of Faisalabad,BS Chemistry,2019,31235,No,Government Job
University of Faisalabad,BS Chemistry,2019,10048,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,29154,No,Low-standard Job
University of Faisalabad,BS Chemistry,2019,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2019,40437,No,Low-standard Job
University of Faisalabad,BS Chemistry,2019,27157,No,Business Owner
University of Faisalabad,BS Chemistry,2019,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2019,21606,Yes,Freelancer
University of Faisalabad,BS Chemistry,2019,13706,No,Low-standard Job
University of Faisalabad,BS Chemistry,2019,8567,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,35365,No,Government Job
University of Faisalabad,BS Chemistry,2019,13055,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,60218,No,Business Owner
University of Faisalabad,BS Chemistry,2019,18355,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2019,9310,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2019,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,22335,No,Freelancer
University of Faisalabad,BS Chemistry,2019,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2019,8000,Yes,Unemployed
University of Faisalabad,BS Chemistry,2020,8835,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,15203,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2020,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2020,21365,No,Low-standard Job
University of Faisalabad,BS Chemistry,2020,8991,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,15972,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2020,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,14952,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2020,10058,No,Government Job
University of Faisalabad,BS Chemistry,2020,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2020,107501,No,High-standard Job
University of Faisalabad,BS Chemistry,2020,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,61551,Yes,High-standard Job
University of Faisalabad,BS Chemistry,2020,20016,No,Low-standard Job
University of Faisalabad,BS Chemistry,2020,24464,No,Low-standard Job
University of Faisalabad,BS Chemistry,2020,19555,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,53995,No,High-standard Job
University of Faisalabad,BS Chemistry,2020,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2020,43599,No,Government Job
University of Faisalabad,BS Chemistry,2020,8000,No,Low-standard Job
University of Faisalabad,BS Chemistry,2020,12634,No,Higher Studies
University of Faisalabad,BS Chemistry,2020,30025,Yes,Government Job
University of Faisalabad,BS Chemistry,2021,26243,No,Low-standard Job
University of Faisalabad,BS Chemistry,2021,14355,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2021,9373,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,13260,No,Government Job
University of Faisalabad,BS Chemistry,2021,24643,No,Government Job
University of Faisalabad,BS Chemistry,2021,10499,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,22123,No,Low-standard Job
University of Faisalabad,BS Chemistry,2021,22225,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2021,25116,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2021,17430,No,Government Job
University of Faisalabad,BS Chemistry,2021,17911,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,9825,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,16312,Yes,Government Job
University of Faisalabad,BS Chemistry,2021,42838,No,Government Job
University of Faisalabad,BS Chemistry,2021,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2021,40756,No,High-standard Job
University of Faisalabad,BS Chemistry,2021,19570,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2021,15306,No,Government Job
University of Faisalabad,BS Chemistry,2021,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2021,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2021,20145,No,Low-standard Job
University of Faisalabad,BS Chemistry,2022,22626,No,Low-standard Job
University of Faisalabad,BS Chemistry,2022,29187,No,Business Owner
University of Faisalabad,BS Chemistry,2022,35691,Yes,Government Job
University of Faisalabad,BS Chemistry,2022,12092,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,9059,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2022,10746,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,19923,No,Government Job
University of Faisalabad,BS Chemistry,2022,9485,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,9373,No,Freelancer
University of Faisalabad,BS Chemistry,2022,17086,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,19493,No,Low-standard Job
University of Faisalabad,BS Chemistry,2022,14326,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2022,49662,No,High-standard Job
University of Faisalabad,BS Chemistry,2022,17667,No,Low-standard Job
University of Faisalabad,BS Chemistry,2022,18219,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2022,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,11982,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2022,30348,No,Government Job
University of Faisalabad,BS Chemistry,2022,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2022,25195,No,High-standard Job
University of Faisalabad,BS Chemistry,2022,16247,No,Low-standard Job
University of Faisalabad,BS Chemistry,2022,16972,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,21923,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,17526,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2023,11217,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,14527,Yes,Government Job
University of Faisalabad,BS Chemistry,2023,14330,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,13947,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,35711,Yes,Business Owner
University of Faisalabad,BS Chemistry,2023,9190,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2023,105987,No,Freelancer
University of Faisalabad,BS Chemistry,2023,26504,No,Business Owner
University of Faisalabad,BS Chemistry,2023,13945,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2023,20657,No,Government Job
University of Faisalabad,BS Chemistry,2023,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,35963,No,Business Owner
University of Faisalabad,BS Chemistry,2023,24206,No,Government Job
University of Faisalabad,BS Chemistry,2023,25515,No,Business Owner
University of Faisalabad,BS Chemistry,2023,8503,No,Higher Studies
University of Faisalabad,BS Chemistry,2023,28675,Yes,Business Owner
University of Faisalabad,BS Chemistry,2023,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,32244,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2024,15801,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,81664,No,Freelancer
University of Faisalabad,BS Chemistry,2024,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2024,21068,No,Freelancer
University of Faisalabad,BS Chemistry,2024,8000,Yes,Unemployed
University of Faisalabad,BS Chemistry,2024,27462,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2024,12499,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,8000,No,Unemployed
University of Faisalabad,BS Chemistry,2024,10778,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2024,34731,Yes,Business Owner
University of Faisalabad,BS Chemistry,2024,29049,No,Freelancer
University of Faisalabad,BS Chemistry,2024,23951,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,25676,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2024,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2024,11181,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,32343,No,Government Job
University of Faisalabad,BS Chemistry,2024,46282,No,Government Job
University of Faisalabad,BS Chemistry,2024,22833,No,Low-standard Job
University of Faisalabad,BS Chemistry,2024,8000,Yes,Higher Studies
University of Faisalabad,BS Chemistry,2024,8000,No,Higher Studies
University of Faisalabad,BS Chemistry,2024,8254,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2024,27106,No,Low-standard Job
University of Faisalabad,BS Chemistry,2024,16863,No,Freelancer
University of Faisalabad,BS Chemistry,2024,25758,No,Business Owner
University of Faisalabad,BS Chemistry,2024,60045,No,High-standard Job
University of Faisalabad,BS Chemistry,2024,36801,Yes,Low-standard Job
University of Faisalabad,BS Chemistry,2024,8808,No,Higher Studies
University of Faisalabad,BS Physics,2018,22780,No,Business Owner
University of Faisalabad,BS Physics,2018,11330,No,Higher Studies
University of Faisalabad,BS Physics,2018,40507,No,High-standard Job
University of Faisalabad,BS Physics,2018,17797,No,Government Job
University of Faisalabad,BS Physics,2018,31790,No,High-standard Job
University of Faisalabad,BS Physics,2018,38005,Yes,Business Owner
University of Faisalabad,BS Physics,2018,11324,No,Higher Studies
University of Faisalabad,BS Physics,2018,22229,No,Low-standard Job
University of Faisalabad,BS Physics,2018,8000,No,Higher Studies
University of Faisalabad,BS Physics,2018,11702,No,Low-standard Job
University of Faisalabad,BS Physics,2018,68498,No,Government Job
University of Faisalabad,BS Physics,2018,10454,No,Low-standard Job
University of Faisalabad,BS Physics,2018,8000,No,Unemployed
University of Faisalabad,BS Physics,2018,8998,No,Higher Studies
University of Faisalabad,BS Physics,2018,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2018,18190,No,Government Job
University of Faisalabad,BS Physics,2018,8114,Yes,Higher Studies
University of Faisalabad,BS Physics,2018,8000,Yes,Higher Studies
University of Faisalabad,BS Physics,2018,31497,No,Higher Studies
University of Faisalabad,BS Physics,2018,13486,No,Low-standard Job
University of Faisalabad,BS Physics,2018,30526,No,Government Job
University of Faisalabad,BS Physics,2018,96463,No,High-standard Job
University of Faisalabad,BS Physics,2018,12629,No,Low-standard Job
University of Faisalabad,BS Physics,2018,20257,No,Higher Studies
University of Faisalabad,BS Physics,2019,8250,Yes,Low-standard Job
University of Faisalabad,BS Physics,2019,14243,Yes,Higher Studies
University of Faisalabad,BS Physics,2019,8000,No,Unemployed
University of Faisalabad,BS Physics,2019,20780,No,High-standard Job
University of Faisalabad,BS Physics,2019,8106,No,Higher Studies
University of Faisalabad,BS Physics,2019,38460,Yes,Freelancer
University of Faisalabad,BS Physics,2019,44386,No,Government Job
University of Faisalabad,BS Physics,2019,8000,No,Unemployed
University of Faisalabad,BS Physics,2019,11430,Yes,Higher Studies
University of Faisalabad,BS Physics,2019,19904,Yes,Low-standard Job
University of Faisalabad,BS Physics,2019,54556,No,Government Job
University of Faisalabad,BS Physics,2019,8000,No,Higher Studies
University of Faisalabad,BS Physics,2019,23366,No,Higher Studies
University of Faisalabad,BS Physics,2019,17081,Yes,Higher Studies
University of Faisalabad,BS Physics,2019,36297,No,Freelancer
University of Faisalabad,BS Physics,2019,33711,Yes,Low-standard Job
University of Faisalabad,BS Physics,2019,31496,No,Business Owner
University of Faisalabad,BS Physics,2019,8000,No,Unemployed
University of Faisalabad,BS Physics,2019,15939,No,Higher Studies
University of Faisalabad,BS Physics,2019,14207,Yes,Higher Studies
University of Faisalabad,BS Physics,2019,21833,Yes,Government Job
University of Faisalabad,BS Physics,2019,11339,No,Higher Studies
University of Faisalabad,BS Physics,2019,41611,No,Government Job
University of Faisalabad,BS Physics,2019,8000,No,Unemployed
University of Faisalabad,BS Physics,2019,42327,No,Government Job
University of Faisalabad,BS Physics,2020,36740,No,Freelancer
University of Faisalabad,BS Physics,2020,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2020,10631,No,Higher Studies
University of Faisalabad,BS Physics,2020,19556,No,Higher Studies
University of Faisalabad,BS Physics,2020,11877,No,Higher Studies
University of Faisalabad,BS Physics,2020,29569,No,High-standard Job
University of Faisalabad,BS Physics,2020,61323,Yes,Low-standard Job
University of Faisalabad,BS Physics,2020,27725,Yes,Government Job
University of Faisalabad,BS Physics,2020,8000,No,Unemployed
University of Faisalabad,BS Physics,2020,30793,Yes,High-standard Job
University of Faisalabad,BS Physics,2020,39425,No,High-standard Job
University of Faisalabad,BS Physics,2020,14268,No,Government Job
University of Faisalabad,BS Physics,2020,44596,No,Government Job
University of Faisalabad,BS Physics,2020,15520,No,Government Job
University of Faisalabad,BS Physics,2020,19536,No,Government Job
University of Faisalabad,BS Physics,2020,12040,Yes,Higher Studies
University of Faisalabad,BS Physics,2020,12462,No,Higher Studies
University of Faisalabad,BS Physics,2020,36044,No,Government Job
University of Faisalabad,BS Physics,2020,20154,No,Low-standard Job
University of Faisalabad,BS Physics,2020,20213,Yes,Higher Studies
University of Faisalabad,BS Physics,2020,12267,No,Higher Studies
University of Faisalabad,BS Physics,2020,8000,No,Higher Studies
University of Faisalabad,BS Physics,2020,30437,No,Government Job
University of Faisalabad,BS Physics,2020,10494,Yes,Higher Studies
University of Faisalabad,BS Physics,2021,8000,No,Higher Studies
University of Faisalabad,BS Physics,2021,22495,No,Higher Studies
University of Faisalabad,BS Physics,2021,8000,No,Unemployed
University of Faisalabad,BS Physics,2021,22168,Yes,Government Job
University of Faisalabad,BS Physics,2021,8000,No,Unemployed
University of Faisalabad,BS Physics,2021,28888,No,Higher Studies
University of Faisalabad,BS Physics,2021,9728,No,Higher Studies
University of Faisalabad,BS Physics,2021,11888,No,Higher Studies
University of Faisalabad,BS Physics,2021,24993,Yes,Government Job
University of Faisalabad,BS Physics,2021,18622,Yes,Freelancer
University of Faisalabad,BS Physics,2021,38295,No,Government Job
University of Faisalabad,BS Physics,2021,48808,No,Higher Studies
University of Faisalabad,BS Physics,2021,8741,No,Higher Studies
University of Faisalabad,BS Physics,2021,16116,No,Higher Studies
University of Faisalabad,BS Physics,2021,8000,No,Higher Studies
University of Faisalabad,BS Physics,2021,8000,Yes,Unemployed
University of Faisalabad,BS Physics,2021,9433,Yes,Higher Studies
University of Faisalabad,BS Physics,2021,102347,No,High-standard Job
University of Faisalabad,BS Physics,2021,8276,No,Higher Studies
University of Faisalabad,BS Physics,2021,12415,Yes,Higher Studies
University of Faisalabad,BS Physics,2021,28043,No,Government Job
University of Faisalabad,BS Physics,2021,8112,No,Higher Studies
University of Faisalabad,BS Physics,2021,20465,No,High-standard Job
University of Faisalabad,BS Physics,2021,28104,No,Higher Studies
University of Faisalabad,BS Physics,2021,9876,No,Higher Studies
University of Faisalabad,BS Physics,2021,8009,No,Higher Studies
University of Faisalabad,BS Physics,2021,26652,No,Government Job
University of Faisalabad,BS Physics,2022,10270,Yes,Low-standard Job
University of Faisalabad,BS Physics,2022,30579,No,Low-standard Job
University of Faisalabad,BS Physics,2022,9367,Yes,Higher Studies
University of Faisalabad,BS Physics,2022,56336,No,High-standard Job
University of Faisalabad,BS Physics,2022,8000,No,Higher Studies
University of Faisalabad,BS Physics,2022,26797,No,High-standard Job
University of Faisalabad,BS Physics,2022,36810,No,Freelancer
University of Faisalabad,BS Physics,2022,80603,No,High-standard Job
University of Faisalabad,BS Physics,2022,9249,No,Higher Studies
University of Faisalabad,BS Physics,2022,29517,Yes,Government Job
University of Faisalabad,BS Physics,2022,12397,No,Higher Studies
University of Faisalabad,BS Physics,2022,14299,No,Higher Studies
University of Faisalabad,BS Physics,2022,43795,Yes,High-standard Job
University of Faisalabad,BS Physics,2022,76837,No,High-standard Job
University of Faisalabad,BS Physics,2022,90723,No,High-standard Job
University of Faisalabad,BS Physics,2022,35224,No,Government Job
University of Faisalabad,BS Physics,2022,9468,No,Higher Studies
University of Faisalabad,BS Physics,2022,17194,Yes,High-standard Job
University of Faisalabad,BS Physics,2022,15366,Yes,Higher Studies
University of Faisalabad,BS Physics,2022,40941,No,Business Owner
